absa_seat_e2,absa_food_e2,absa_staff_e2,absa_ground_service_e2,absa_entertainment_e2,absa_seat_e2_missing,absa_food_e2_missing,absa_staff_e2_missing,absa_ground_service_e2_missing,absa_entertainment_e2_missing,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
,,,0.8256,,1,1,1,0,1,False,Couple Leisure,Economy Class,635,17658,2015-11-13,2015-11-01,1
,,-0.9888,,,1,1,0,1,1,False,Couple Leisure,Economy Class,334,17659,2015-11-07,2015-09-01,0
-0.8571,-0.9775,-0.9882,-0.9866,,0,0,0,0,1,False,Solo Leisure,Economy Class,266,17660,2023-06-25,2023-06-01,0
-0.9215,-0.9474,-0.948,-0.9485,-0.9458,0,0,0,0,0,True,Solo Leisure,Economy Class,1799,17661,2023-06-19,2023-06-01,0
,,,0.3578,,1,1,1,0,1,True,Family Leisure,Economy Class,180,17662,2022-06-28,2022-06-01,1
,,,-0.9346,,1,1,1,0,1,True,Solo Leisure,Economy Class,783,17663,2022-06-22,2022-06-01,0
,,-0.9707,-0.9041,,1,1,0,0,1,True,Solo Leisure,Economy Class,380,17664,2022-05-10,2021-06-01,0
,,,-0.957,,1,1,1,0,1,True,Family Leisure,Economy Class,250,17665,2021-08-25,2021-08-01,0
-0.8977,,,,,0,1,1,1,1,True,Family Leisure,Economy Class,216,17666,2021-01-08,2021-01-01,0
,0.9209,0.9644,0.8321,,1,0,0,0,1,True,Family Leisure,Economy Class,225,17667,2020-10-06,2020-09-01,1
0.9927,,0.9943,0.9817,,0,1,0,0,1,True,Business,Economy Class,226,17668,2019-09-27,2019-09-01,1
,,0.9942,0.9075,,1,1,0,0,1,True,Solo Leisure,Economy Class,387,17669,2019-05-06,2019-04-01,1
0.0522,0.0785,0.9656,-0.2313,,0,0,0,0,1,True,Business,Economy Class,347,17670,2019-02-23,2019-02-01,1
0.9784,0.9146,0.9741,0.9555,,0,0,0,0,1,True,Solo Leisure,Economy Class,1089,17671,2018-01-25,2018-01-01,1
,0.956,0.9908,0.8537,0.9797,1,0,0,0,0,False,Family Leisure,Economy Class,524,17672,2017-01-12,2017-01-01,1
,0.9843,0.9911,,,1,0,0,1,1,False,Solo Leisure,Economy Class,259,17673,2016-01-23,2016-01-01,1
0.9915,,0.9926,,,0,1,0,1,1,False,Business,Economy Class,262,17674,2015-09-14,2015-09-01,1
0.956,0.9439,0.9487,-0.0527,,0,0,0,0,1,False,Family Leisure,Economy Class,712,17675,2015-08-08,2015-08-01,1
0.976,,0.9416,,,0,1,0,1,1,False,Solo Leisure,Economy Class,363,17676,2015-08-06,2015-07-01,1
0.81,,0.7172,-0.5163,,0,1,0,0,1,False,Family Leisure,Economy Class,453,17677,2015-07-18,2015-07-01,1
0.4304,0.9697,0.4058,,,0,0,0,1,1,False,Family Leisure,Economy Class,208,17678,2015-06-26,2014-08-01,0
0.9828,0.9937,0.9462,,-0.3404,0,0,0,1,0,False,Unknown,Economy Class,371,17679,2014-12-31,,1
,-0.9442,-0.7488,-0.72,,1,0,0,0,1,False,Unknown,Economy Class,255,17680,2014-02-14,,0
,,,,0.8865,1,1,1,1,0,False,Unknown,Economy Class,346,17681,2014-01-31,,1
,0.9801,,-0.1739,-0.9771,1,0,1,0,0,False,Unknown,Economy Class,209,17682,2013-10-15,,1
,0.993,0.9729,,0.8315,1,0,0,1,0,False,Unknown,Unknown,292,17683,2009-03-10,,0
,,,-0.9881,,1,1,1,0,1,True,Family Leisure,Economy Class,395,17684,2020-02-26,2019-10-01,0
,-0.9898,-0.9953,-0.9897,,1,0,0,0,1,True,Business,Economy Class,167,17685,2019-12-14,2019-01-01,0
,,-0.9647,-0.9583,-0.9497,1,1,0,0,0,True,Business,Economy Class,1510,17686,2018-11-29,2018-10-01,0
,,-0.9245,-0.9151,,1,1,0,0,1,True,Solo Leisure,Economy Class,1867,17687,2018-11-20,2018-11-01,0
,-0.972,,-0.9669,,1,0,1,0,1,True,Couple Leisure,Economy Class,940,17688,2018-05-12,2018-05-01,0
,,-0.1783,0.0216,,1,1,0,0,1,False,Solo Leisure,Economy Class,447,17689,2017-08-25,2017-08-01,1
0.9837,0.9609,0.9735,0.9251,0.9565,0,0,0,0,0,False,Solo Leisure,Economy Class,1343,17690,2017-04-03,2017-03-01,1
0.9766,,0.9393,0.1812,,0,1,0,0,1,False,Couple Leisure,Economy Class,336,17691,2016-09-28,2016-09-01,1
0.992,0.9859,0.9926,0.9837,0.9909,0,0,0,0,0,False,Business,First Class,696,17692,2015-11-01,2015-10-01,1
,,-0.9669,-0.9457,,1,1,0,0,1,False,Unknown,Economy Class,954,17693,2013-05-18,,0
,0.868,0.9932,-0.124,,1,0,0,0,1,False,Unknown,Economy Class,260,17694,2013-05-10,,1
,0.8591,,,0.43,1,0,1,1,0,False,Unknown,Economy Class,277,17695,2013-05-04,,1
,,0.9903,0.8992,0.965,1,1,0,0,0,False,Unknown,Economy Class,335,17696,2013-04-01,,1
0.4134,-0.6985,0.6271,-0.5329,-0.0565,0,0,0,0,0,False,Unknown,Economy Class,761,17697,2012-09-05,,0
0.9951,0.9681,0.996,,,0,0,0,1,1,False,Unknown,Economy Class,442,17698,2011-05-05,,1
0.8562,,0.9867,0.3721,,0,1,0,0,1,False,Unknown,Economy Class,213,17699,2010-02-12,,1
0.8801,,0.9837,0.7758,,0,1,0,0,1,False,Unknown,Unknown,437,17700,2008-12-24,,0
-0.7528,,-0.9898,,,0,1,0,1,1,False,Unknown,Unknown,252,17701,2008-04-22,,0
,-0.5833,-0.2696,-0.9069,,1,0,0,0,1,False,Unknown,Unknown,511,17702,2007-11-27,,0
0.7294,0.8425,,,,0,0,1,1,1,False,Unknown,Unknown,489,17703,2007-11-19,,0
0.9865,,0.9238,0.5398,,0,1,0,0,1,False,Unknown,Unknown,391,17704,2007-07-16,,0
,,0.9949,0.4426,,1,1,0,0,1,False,Unknown,Unknown,170,17705,2007-03-25,,0
-0.9869,,0.9807,,,0,1,0,1,1,False,Unknown,Unknown,190,17706,2006-05-14,,0
0.9823,,0.9846,,,0,1,0,1,1,False,Unknown,Unknown,196,17707,2005-11-30,,0
0.9566,0.9587,0.9602,0.9583,0.9562,0,0,0,0,0,True,Solo Leisure,Economy Class,2311,17708,2020-01-04,2020-01-01,1
0.6962,,,0.6225,,0,1,1,0,1,True,Solo Leisure,Economy Class,3440,17709,2019-12-19,2019-12-01,1
,,,-0.8721,,1,1,1,0,1,False,Family Leisure,Economy Class,397,17710,2019-10-02,2019-10-01,0
,,-0.9476,,,1,1,0,1,1,True,Solo Leisure,Economy Class,647,17711,2019-04-12,2019-04-01,0
,,-0.947,-0.9427,,1,1,0,0,1,True,Family Leisure,Economy Class,511,17712,2019-02-05,2018-12-01,0
0.9777,0.9144,,,,0,0,1,1,1,True,Business,Economy Class,745,17713,2018-09-24,2018-09-01,1
,-0.9666,,-0.9632,,1,0,1,0,1,True,Couple Leisure,Economy Class,959,17714,2018-08-23,2018-05-01,0
0.9914,0.6943,0.921,,,0,0,0,1,1,True,Solo Leisure,Economy Class,299,17715,2018-03-27,2018-03-01,1
,,-0.9891,,,1,1,0,1,1,False,Family Leisure,Economy Class,361,17716,2017-11-13,2017-11-01,0
-0.8071,,,-0.9409,,0,1,1,0,1,False,Couple Leisure,Economy Class,581,17717,2017-02-03,2017-02-01,0
-0.6316,-0.7714,-0.8247,-0.8022,-0.7533,0,0,0,0,0,False,Couple Leisure,Economy Class,1624,17718,2017-01-08,2017-01-01,0
0.7911,0.555,0.7642,0.3839,,0,0,0,0,1,False,Solo Leisure,Economy Class,843,17719,2016-03-12,2016-02-01,1
,-0.9919,-0.9952,-0.9824,,1,0,0,0,1,False,Business,Economy Class,285,17720,2016-02-19,2016-02-01,0
0.9916,0.9934,,,,0,0,1,1,1,False,Couple Leisure,Economy Class,262,17721,2016-01-08,2016-01-01,1
,,-0.9816,-0.966,,1,1,0,0,1,False,Business,Economy Class,536,17722,2015-10-16,2015-09-01,0
-0.9796,-0.9724,,,,0,0,1,1,1,False,Solo Leisure,Economy Class,350,17723,2015-07-05,2014-08-01,0
-0.9888,-0.9853,-0.9645,,,0,0,0,1,1,False,Business,Economy Class,491,17724,2015-07-03,2015-07-01,0
,,,-0.9877,,1,1,1,0,1,False,Unknown,Economy Class,540,17725,2015-06-01,,0
,-0.8263,,-0.8909,-0.8548,1,0,1,0,0,False,Unknown,Economy Class,805,17726,2015-01-19,,1
,-0.0958,,-0.5068,,1,0,1,0,1,False,Unknown,Economy Class,517,17727,2014-12-22,,1
0.5559,,-0.4534,,0.3039,0,1,0,1,0,False,Unknown,Economy Class,502,17728,2014-09-14,,0
-0.6234,,-0.813,-0.9403,,0,1,0,0,1,False,Unknown,Business Class,532,17729,2014-01-02,,0
0.9668,0.8891,0.916,0.722,0.8933,0,0,0,0,0,False,Unknown,Economy Class,969,17730,2013-12-06,,1
,,-0.9253,-0.9801,,1,1,0,0,1,False,Unknown,Economy Class,396,17731,2013-07-08,,1
,,-0.9471,-0.9572,,1,1,0,0,1,False,Unknown,Economy Class,452,17732,2013-04-21,,0
0.9701,0.9391,0.9635,0.2689,,0,0,0,0,1,False,Unknown,First Class,540,17733,2013-04-01,,1
-0.9826,-0.9919,-0.4467,-0.7555,,0,0,0,0,1,False,Unknown,Economy Class,273,17734,2013-02-25,,0
,0.9159,0.9875,,-0.7836,1,0,0,1,0,False,Unknown,Economy Class,292,17735,2013-01-25,,1
-0.4175,-0.7456,0.3813,,-0.6001,0,0,0,1,0,False,Unknown,Business Class,791,17736,2013-01-08,,0
-0.9537,,,,,0,1,1,1,1,False,Unknown,Economy Class,225,17737,2013-01-07,,0
,0.3952,0.9716,-0.338,,1,0,0,0,1,False,Unknown,Economy Class,481,17738,2012-12-30,,1
0.9716,,0.9899,0.1868,-0.1578,0,1,0,0,0,False,Unknown,Business Class,292,17739,2012-12-25,,1
-0.9925,-0.7399,-0.9546,-0.7629,,0,0,0,0,1,False,Unknown,Economy Class,698,17740,2012-12-06,,0
0.9798,0.5541,0.9157,0.6453,,0,0,0,0,1,False,Unknown,Economy Class,636,17741,2012-10-30,,1
-0.9898,-0.9585,,,,0,0,1,1,1,False,Unknown,Economy Class,450,17742,2012-08-25,,0
-0.9928,-0.9867,,-0.8374,-0.797,0,0,1,0,0,False,Unknown,Economy Class,305,17743,2012-08-05,,0
-0.7178,-0.4799,-0.7268,-0.7163,-0.9329,0,0,0,0,0,False,Unknown,Business Class,666,17744,2012-08-01,,0
0.8761,-0.9393,-0.9797,-0.9657,,0,0,0,0,1,False,Unknown,Economy Class,458,17745,2012-05-14,,0
,,,0.5786,0.0238,1,1,1,0,0,False,Unknown,Economy Class,177,17746,2012-05-13,,1
0.9971,0.975,0.9959,0.7353,,0,0,0,0,1,False,Unknown,Economy Class,322,17747,2012-05-13,,1
0.9858,0.986,0.9561,0.8887,0.6163,0,0,0,0,0,False,Unknown,Economy Class,531,17748,2012-05-07,,1
-0.3287,-0.9843,,-0.558,,0,0,1,0,1,False,Unknown,Business Class,409,17749,2012-04-30,,0
,0.5284,,-0.1946,0.4124,1,0,1,0,0,False,Unknown,Economy Class,270,17750,2012-04-10,,1
,-0.9477,,-0.8746,,1,0,1,0,1,False,Unknown,Economy Class,391,17751,2011-12-13,,0
0.6586,0.532,0.4862,,0.2523,0,0,0,1,0,False,Unknown,Economy Class,479,17752,2011-10-26,,1
0.5969,,0.6015,0.2151,0.2572,0,1,0,0,0,False,Unknown,Economy Class,448,17753,2011-09-07,,1
0.9526,0.9531,,0.6168,,0,0,1,0,1,False,Unknown,Economy Class,581,17754,2011-05-18,,1
,,,-0.8961,,1,1,1,0,1,False,Unknown,Economy Class,210,17755,2011-05-12,,0
0.086,,-0.9268,-0.9088,,0,1,0,0,1,False,Unknown,Economy Class,619,17756,2011-03-02,,0
0.9794,0.9279,0.9931,,,0,0,0,1,1,False,Unknown,Economy Class,190,17757,2011-02-25,,1
0.9754,,,,,0,1,1,1,1,False,Unknown,Economy Class,257,17758,2011-02-19,,1
,,-0.9339,-0.9284,-0.9303,1,1,0,0,0,False,Unknown,Economy Class,2105,17759,2011-02-01,,0
0.9829,0.9832,0.9906,,-0.3163,0,0,0,1,0,False,Unknown,Economy Class,342,17760,2011-01-28,,1
0.1068,0.5923,0.3603,,-0.3075,0,0,0,1,0,False,Unknown,Economy Class,653,17761,2011-01-17,,1
,-0.9774,-0.9918,-0.4074,,1,0,0,0,1,False,Unknown,Economy Class,300,17762,2010-12-30,,0
0.9313,,0.9925,0.7712,,0,1,0,0,1,False,Unknown,Economy Class,301,17763,2010-09-17,,1
0.9861,0.9933,0.9728,0.9422,,0,0,0,0,1,False,Unknown,Economy Class,627,17764,2010-09-01,,1
,-0.0146,-0.8119,-0.442,,1,0,0,0,1,False,Unknown,Economy Class,232,17765,2010-08-08,,1
,,,-0.9529,,1,1,1,0,1,False,Unknown,Economy Class,329,17766,2010-07-24,,1
0.9433,,0.9862,-0.7942,,0,1,0,0,1,False,Unknown,Economy Class,274,17767,2010-06-16,,1
,,-0.9733,-0.9584,,1,1,0,0,1,False,Unknown,Economy Class,521,17768,2009-12-05,,0
,,0.9241,0.0761,,1,1,0,0,1,False,Unknown,Economy Class,275,17769,2009-11-23,,1
-0.924,-0.8941,-0.9265,-0.8955,,0,0,0,0,1,False,Unknown,Economy Class,537,17770,2009-11-10,,0
,,-0.9421,-0.9339,-0.9282,1,1,0,0,0,False,Unknown,Economy Class,1433,17771,2009-11-03,,0
,,-0.9837,-0.9073,,1,1,0,0,1,False,Unknown,Economy Class,496,17772,2009-10-23,,0
-0.9845,-0.7982,,-0.855,-0.9777,0,0,1,0,0,False,Unknown,Economy Class,272,17773,2009-09-17,,0
0.9143,0.7045,0.7445,-0.1312,,0,0,0,0,1,False,Unknown,Unknown,565,17774,2009-06-26,,0
-0.5568,-0.1512,,-0.0934,,0,0,1,0,1,False,Unknown,Unknown,378,17775,2009-06-07,,0
0.9906,0.8932,0.9596,0.6844,,0,0,0,0,1,False,Unknown,Unknown,629,17776,2009-05-31,,0
0.9733,,,0.242,,0,1,1,0,1,False,Unknown,Unknown,262,17777,2009-05-10,,0
,0.8905,0.99,,0.8927,1,0,0,1,0,False,Unknown,Unknown,315,17778,2009-03-03,,0
0.9657,0.923,0.909,0.5183,0.8838,0,0,0,0,0,True,Solo Leisure,Economy Class,1010,17779,2020-01-16,2020-01-01,1
0.4011,-0.7798,-0.759,-0.9114,-0.9348,0,0,0,0,0,True,Couple Leisure,Economy Class,538,17780,2019-12-28,2019-12-01,1
,,,,,1,1,1,1,1,False,Business,Premium Economy,316,17781,2019-10-26,2019-10-01,0
,-0.9573,-0.9596,-0.9286,,1,0,0,0,1,True,Couple Leisure,Economy Class,1189,17782,2019-07-06,2019-06-01,0
-0.5081,-0.7507,,-0.5275,-0.3716,0,0,1,0,0,True,Couple Leisure,Business Class,2727,17783,2019-05-29,2019-05-01,0
,,-0.8477,-0.8455,,1,1,0,0,1,True,Solo Leisure,Economy Class,2223,17784,2019-05-11,2019-03-01,0
,-0.9695,-0.9827,-0.9665,-0.9605,1,0,0,0,0,False,Family Leisure,Economy Class,745,17785,2019-04-15,2019-04-01,0
-0.9648,,-0.9899,,-0.9901,0,1,0,1,0,True,Solo Leisure,Business Class,280,17786,2019-03-27,2019-03-01,0
-0.9462,-0.9561,-0.9665,,-0.9278,0,0,0,1,0,False,Business,Business Class,546,17787,2019-03-11,2019-03-01,0
,-0.9586,,-0.9358,,1,0,1,0,1,False,Solo Leisure,Economy Class,714,17788,2019-02-13,2019-02-01,0
-0.7023,,,-0.7485,,0,1,1,0,1,True,Couple Leisure,Economy Class,319,17789,2018-12-31,2018-12-01,0
,,,,0.8976,1,1,1,1,0,True,Solo Leisure,Economy Class,349,17790,2018-10-19,2017-11-01,1
,,-0.9883,-0.9868,,1,1,0,0,1,False,Business,Economy Class,445,17791,2018-08-08,2018-06-01,0
0.8492,0.5138,0.8238,,0.7375,0,0,0,1,0,False,Business,First Class,1037,17792,2017-11-04,2017-10-01,1
0.6977,0.7906,0.6532,,,0,0,0,1,1,False,Business,First Class,416,17793,2017-06-30,2017-06-01,1
,-0.9124,-0.9195,-0.9133,-0.7505,1,0,0,0,0,False,Business,Economy Class,1166,17794,2017-06-25,2017-06-01,0
,,,-0.8011,,1,1,1,0,1,False,Business,First Class,384,17795,2016-10-28,2016-10-01,0
,,-0.9838,,,1,1,0,1,1,False,Business,First Class,529,17796,2015-12-16,2015-12-01,1
-0.5859,,-0.7443,-0.7168,,0,1,0,0,1,False,Business,Economy Class,1285,17797,2015-09-23,2015-09-01,0
,,,-0.9701,,1,1,1,0,1,False,Family Leisure,Economy Class,207,17798,2015-08-15,2015-07-01,0
-0.4754,-0.9518,-0.3836,-0.8109,,0,0,0,0,1,False,Business,First Class,793,17799,2015-06-25,2015-06-01,0
,,0.985,0.9561,,1,1,0,0,1,False,Unknown,Economy Class,365,17800,2013-10-29,,1
0.9612,-0.1149,0.9745,-0.7158,,0,0,0,0,1,False,Unknown,Economy Class,338,17801,2013-05-15,,1
0.9668,0.1525,,-0.3225,-0.9176,0,0,1,0,0,False,Unknown,Economy Class,399,17802,2013-04-14,,1
0.9577,0.8699,0.9126,0.8984,,0,0,0,0,1,False,Unknown,Economy Class,627,17803,2013-04-04,,1
-0.9112,-0.854,,,-0.2137,0,0,1,1,0,False,Unknown,First Class,436,17804,2012-07-09,,0
0.9699,0.8475,0.9314,0.1254,,0,0,0,0,1,False,Unknown,Economy Class,302,17805,2010-12-31,,1
-0.096,,-0.9867,-0.924,,0,1,0,0,1,False,Unknown,Economy Class,468,17806,2010-05-25,,0
0.9963,0.8844,0.9887,0.8099,,0,0,0,0,1,False,Unknown,Economy Class,190,17807,2009-09-18,,1
,0.897,0.9854,0.8531,,1,0,0,0,1,False,Unknown,Economy Class,374,17808,2009-08-30,,1
0.977,0.0862,0.8625,0.3162,,0,0,0,0,1,False,Unknown,Unknown,402,17809,2009-03-13,,0
0.9817,0.9892,0.984,,,0,0,0,1,1,False,Unknown,Unknown,636,17810,2008-09-14,,0
,0.9934,0.8957,0.5481,,1,0,0,0,1,False,Unknown,Unknown,329,17811,2008-06-26,,0
,,0.9286,,,1,1,0,1,1,False,Unknown,Unknown,400,17812,2008-06-12,,0
0.8239,0.8683,0.9398,,,0,0,0,1,1,False,Unknown,Unknown,420,17813,2008-01-29,,0
,0.9812,0.9876,0.8967,,1,0,0,0,1,False,Unknown,Unknown,468,17814,2007-05-23,,0
0.9917,0.9666,0.9884,,,0,0,0,1,1,False,Unknown,Unknown,571,17815,2007-01-19,,0
,0.957,0.9747,0.8958,,1,0,0,0,1,False,Unknown,Unknown,451,17816,2006-12-20,,0
,0.9298,,0.7119,,1,0,1,0,1,False,Unknown,Unknown,329,17817,2006-11-30,,0
,-0.8083,-0.8032,-0.788,,1,0,0,0,1,False,Unknown,Unknown,1663,17818,2006-03-05,,0
0.9807,0.9692,0.9028,,,0,0,0,1,1,False,Unknown,Unknown,384,17819,2005-03-27,,0
0.8591,0.8112,0.8727,,,0,0,0,1,1,False,Unknown,Unknown,483,17820,2004-01-30,,0
,-0.0961,-0.0625,-0.0427,,1,0,0,0,1,True,Solo Leisure,Economy Class,3223,17821,2022-12-13,2022-07-01,1
,,,-0.9627,,1,1,1,0,1,True,Business,Economy Class,908,17822,2020-02-27,2020-02-01,0
-0.7791,-0.7719,-0.807,-0.787,-0.7579,0,0,0,0,0,False,Solo Leisure,Economy Class,2502,17823,2020-02-04,2020-01-01,1
-0.8473,-0.8808,-0.9747,-0.863,,0,0,0,0,1,True,Business,Economy Class,864,17824,2019-11-26,2019-11-01,0
,,-0.9738,-0.9386,,1,1,0,0,1,True,Family Leisure,Economy Class,853,17825,2019-11-23,2019-11-01,0
,,,-0.9084,,1,1,1,0,1,True,Business,Economy Class,979,17826,2019-09-18,2019-09-01,0
,0.992,0.993,0.9492,,1,0,0,0,1,True,Solo Leisure,Economy Class,398,17827,2019-08-29,2019-04-01,1
,-0.9488,-0.9689,-0.9623,,1,0,0,0,1,False,Family Leisure,Economy Class,534,17828,2019-04-28,2019-04-01,0
0.9869,0.9934,0.9939,,,0,0,0,1,1,True,Family Leisure,Business Class,534,17829,2019-03-25,2019-03-01,1
,-0.8162,-0.8437,-0.7542,-0.7609,1,0,0,0,0,True,Couple Leisure,Economy Class,1297,17830,2019-01-05,2018-12-01,0
,,,-0.9104,,1,1,1,0,1,True,Family Leisure,Economy Class,318,17831,2018-03-07,2018-02-01,0
,-0.9413,-0.9671,,,1,0,0,1,1,False,Solo Leisure,Economy Class,972,17832,2017-11-20,2017-11-01,0
-0.6731,-0.8691,,-0.732,,0,0,1,0,1,False,Family Leisure,Economy Class,1061,17833,2017-10-17,2017-10-01,0
0.883,-0.0435,0.1376,-0.3836,0.0171,0,0,0,0,0,False,Solo Leisure,Economy Class,587,17834,2017-08-05,2017-07-01,1
0.6946,0.8633,0.9148,,,0,0,0,1,1,False,Family Leisure,Economy Class,293,17835,2017-07-17,2017-07-01,1
,,0.9963,,,1,1,0,1,1,False,Family Leisure,Economy Class,339,17836,2017-07-02,2017-06-01,1
,,-0.9615,-0.9292,,1,1,0,0,1,False,Solo Leisure,Premium Economy,776,17837,2017-05-10,2017-03-01,0
0.9929,0.9897,0.9893,0.9786,,0,0,0,0,1,False,Business,Business Class,485,17838,2017-05-02,2017-03-01,1
0.9832,,0.9879,,0.9112,0,1,0,1,0,False,Solo Leisure,Economy Class,520,17839,2017-04-04,2017-04-01,1
,,-0.948,-0.9339,,1,1,0,0,1,False,Family Leisure,Economy Class,1278,17840,2016-11-26,2016-10-01,0
,,-0.7898,,,1,1,0,1,1,False,Family Leisure,Economy Class,256,17841,2016-10-25,2016-10-01,0
,,-0.8747,-0.8413,-0.7825,1,1,0,0,0,False,Couple Leisure,Economy Class,439,17842,2016-09-29,2016-09-01,0
,-0.2183,-0.4265,-0.3943,,1,0,0,0,1,False,Business,Business Class,797,17843,2016-08-23,2016-08-01,0
,,,-0.9262,,1,1,1,0,1,False,Couple Leisure,Economy Class,536,17844,2016-06-15,2016-05-01,0
-0.3338,-0.464,0.2226,-0.722,,0,0,0,0,1,False,Solo Leisure,Business Class,2726,17845,2016-05-23,2016-03-01,0
-0.9559,-0.9649,-0.9653,-0.9457,-0.9803,0,0,0,0,0,False,Couple Leisure,Business Class,876,17846,2015-10-20,2015-09-01,0
,-0.9799,-0.9811,-0.968,-0.957,1,0,0,0,0,False,Couple Leisure,Economy Class,938,17847,2015-10-13,2015-10-01,0
,0.9472,0.9748,,,1,0,0,1,1,False,Couple Leisure,Economy Class,617,17848,2015-09-18,2015-09-01,0
0.9817,0.899,0.9276,0.8518,,0,0,0,0,1,False,Family Leisure,First Class,670,17849,2015-07-14,2015-07-01,1
0.9924,0.9891,0.9928,0.9024,,0,0,0,0,1,False,Unknown,Economy Class,479,17850,2014-08-15,,1
,,,0.1066,,1,1,1,0,1,False,Unknown,Economy Class,258,17851,2013-09-24,,1
0.994,,,0.8518,,0,1,1,0,1,False,Unknown,Economy Class,593,17852,2013-09-15,,1
,0.9198,,,,1,0,1,1,1,False,Unknown,Economy Class,235,17853,2013-07-30,,1
0.8523,0.9505,0.9152,0.0282,,0,0,0,0,1,False,Unknown,First Class,565,17854,2013-06-21,,1
-0.4572,-0.6309,-0.5694,-0.7589,-0.5592,0,0,0,0,0,False,Unknown,First Class,1698,17855,2013-05-29,,1
0.9967,0.9939,0.9942,,0.9874,0,0,0,1,0,False,Unknown,Economy Class,198,17856,2013-05-20,,1
0.9905,0.9687,0.9778,0.8923,0.9419,0,0,0,0,0,False,Unknown,First Class,633,17857,2013-04-02,,1
,,,-0.8179,,1,1,1,0,1,False,Unknown,Economy Class,158,17858,2011-04-24,,1
-0.9199,,-0.9641,-0.9443,,0,1,0,0,1,False,Unknown,Economy Class,499,17859,2011-04-10,,0
0.9369,0.3287,0.9452,0.777,,0,0,0,0,1,False,Unknown,First Class,1160,17860,2010-07-03,,1
,0.3058,0.5857,,,1,0,0,1,1,False,Unknown,Unknown,349,17861,2008-07-18,,0
,,,,0.9039,1,1,1,1,0,False,Unknown,Unknown,310,17862,2008-06-09,,0
0.5589,0.2597,0.5212,-0.1691,,0,0,0,0,1,False,Unknown,Unknown,1321,17863,2007-11-07,,0
0.7396,,-0.0656,-0.016,,0,1,0,0,1,False,Unknown,Unknown,512,17864,2007-04-14,,0
0.9884,,0.9861,0.9339,,0,1,0,0,1,False,Unknown,Unknown,481,17865,2006-05-24,,0
0.2631,0.9875,0.7742,0.0348,,0,0,0,0,1,False,Unknown,Unknown,211,17866,2004-11-28,,0
,0.9708,0.9865,,,1,0,0,1,1,False,Unknown,Unknown,684,17867,2004-08-08,,0
-0.7868,-0.8112,,-0.7883,,0,0,1,0,1,True,Business,Premium Economy,973,17868,2020-10-13,2020-10-01,0
-0.6656,,,,-0.9595,0,1,1,1,0,True,Solo Leisure,Economy Class,561,17869,2020-06-11,2020-03-01,0
,,0.767,0.3248,,1,1,0,0,1,True,Couple Leisure,Economy Class,878,17870,2020-04-02,2020-04-01,1
0.9688,0.9677,0.9872,0.944,,0,0,0,0,1,True,Couple Leisure,Economy Class,459,17871,2020-03-27,2020-03-01,1
,-0.7084,0.0779,,,1,0,0,1,1,True,Family Leisure,Economy Class,154,17872,2020-03-07,2019-12-01,1
,-0.9358,-0.9666,-0.9387,,1,0,0,0,1,True,Couple Leisure,Economy Class,859,17873,2020-02-29,2020-01-01,0
0.897,,0.9539,,0.4086,0,1,0,1,0,True,Couple Leisure,Economy Class,408,17874,2020-02-25,2020-02-01,1
-0.9523,-0.8969,,,-0.7888,0,0,1,1,0,False,Solo Leisure,Economy Class,260,17875,2020-02-02,2020-02-01,0
-0.9356,-0.9799,,-0.9676,,0,0,1,0,1,True,Family Leisure,Economy Class,431,17876,2020-01-11,2020-01-01,0
-0.951,-0.9431,-0.9593,-0.9356,,0,0,0,0,1,True,Business,Economy Class,834,17877,2019-12-04,2019-12-01,0
-0.915,-0.9903,-0.9838,,-0.8662,0,0,0,1,0,False,Solo Leisure,Economy Class,400,17878,2019-12-03,2019-12-01,0
,0.1202,,,-0.0592,1,0,1,1,0,True,Business,Economy Class,580,17879,2019-11-28,2019-11-01,1
-0.9632,-0.8509,-0.5936,-0.8498,-0.9475,0,0,0,0,0,True,Solo Leisure,Business Class,1796,17880,2019-11-25,2019-11-01,0
-0.9656,-0.9639,,,-0.9793,0,0,1,1,0,True,Family Leisure,Economy Class,447,17881,2019-11-06,2019-10-01,0
-0.8573,,-0.9637,-0.9377,,0,1,0,0,1,True,Family Leisure,Economy Class,1011,17882,2019-10-23,2019-10-01,0
-0.9725,-0.9693,-0.9675,,,0,0,0,1,1,True,Family Leisure,Economy Class,410,17883,2019-10-20,2019-10-01,1
,-0.9903,,,-0.9212,1,0,1,1,0,True,Family Leisure,Economy Class,552,17884,2019-10-12,2019-09-01,0
,,,-0.9813,,1,1,1,0,1,True,Business,Economy Class,497,17885,2019-08-16,2019-08-01,0
,,-0.9019,,,1,1,0,1,1,True,Solo Leisure,Economy Class,805,17886,2019-05-19,2019-03-01,0
0.5191,0.0304,0.1585,-0.0219,-0.1075,0,0,0,0,0,True,Solo Leisure,Economy Class,1203,17887,2019-05-18,2019-05-01,1
,,-0.9863,-0.942,,1,1,0,0,1,True,Business,Economy Class,516,17888,2019-05-14,2019-03-01,0
,,-0.7876,-0.943,,1,1,0,0,1,True,Business,Economy Class,461,17889,2019-03-18,2019-03-01,0
,0.4479,0.9943,,,1,0,0,1,1,True,Family Leisure,Economy Class,197,17890,2019-02-17,2019-02-01,1
